"course_id","num_videos_watched","did_dropout","satisfaction"
"C1",3,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",NA,1,6.33333333333333
"C1",0,0,5.66666666666667
"C1",NA,0,3.33333333333333
"C1",28,0,3
"C1",13,0,5.66666666666667
"C1",6,0,5
"C1",50,0,5.66666666666667
"C1",NA,0,5.66666666666667
"C1",65,0,5.66666666666667
"C1",17,0,3.66666666666667
"C1",NA,0,5
"C1",18,0,5.66666666666667
"C1",16,0,5.33333333333333
"C1",57,0,5.33333333333333
"C1",82,0,4.33333333333333
"C1",NA,0,6
"C1",NA,0,4
"C1",84,0,4.66666666666667
"C1",30,0,4.66666666666667
"C1",141,0,4.66666666666667
"C1",NA,0,4.33333333333333
"C1",1,1,5.33333333333333
"C1",20,0,4.33333333333333
"C1",11,0,5.66666666666667
"C1",28,0,4.66666666666667
"C1",19,0,6
"C1",NA,0,4.33333333333333
"C1",121,0,5.33333333333333
"C1",NA,0,5.33333333333333
"C1",11,0,6.33333333333333
"C1",92,0,5.33333333333333
"C1",38,0,5
"C1",125,0,5.33333333333333
"C1",69,0,5.33333333333333
"C1",30,0,6
"C1",11,0,5.66666666666667
"C1",NA,1,6.33333333333333
"C1",19,1,2.66666666666667
"C1",NA,0,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",126,0,6
"C1",NA,0,6
"C1",NA,1,5
"C1",8,0,5
"C1",51,0,5.33333333333333
"C1",11,0,3.66666666666667
"C1",70,0,4
"C1",5,0,4
"C1",26,0,3.66666666666667
"C1",28,0,4.66666666666667
"C1",23,1,4.33333333333333
"C1",84,0,5
"C1",NA,NA,5
"C1",14,0,4.66666666666667
"C1",NA,0,5
"C1",73,0,5.33333333333333
"C1",146,0,6.33333333333333
"C1",98,1,2.33333333333333
"C1",13,0,3.33333333333333
"C1",9,0,5.33333333333333
"C1",79,0,5.33333333333333
"C1",27,0,5
"C1",98,0,5.33333333333333
"C1",4,0,2.33333333333333
"C1",27,0,6
"C1",NA,1,4.66666666666667
"C1",NA,0,5.66666666666667
"C1",53,0,5.33333333333333
"C1",36,0,5.33333333333333
"C1",NA,0,4
"C1",115,0,5.33333333333333
"C1",27,0,3.66666666666667
"C1",28,0,4.66666666666667
"C1",NA,0,5.66666666666667
"C1",65,0,6
"C1",44,0,4.66666666666667
"C1",NA,0,5.66666666666667
"C1",16,0,5.33333333333333
"C1",89,0,5.66666666666667
"C1",43,0,5.66666666666667
"C1",32,0,5
"C1",NA,0,5.66666666666667
"C1",47,0,5
"C1",NA,0,5
"C1",66,0,5.33333333333333
"C1",10,0,3.66666666666667
"C1",NA,0,3.66666666666667
"C1",NA,0,4
"C1",NA,0,5.33333333333333
"C1",7,0,2
"C1",36,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",9,0,4.66666666666667
"C1",NA,0,4.66666666666667
"C1",9,0,5.33333333333333
"C1",94,0,5.33333333333333
"C1",NA,0,5.33333333333333
"C1",70,0,4.66666666666667
"C1",8,0,5.66666666666667
"C1",137,0,4.33333333333333
"C1",53,1,2.33333333333333
"C1",45,0,6.33333333333333
"C1",NA,0,5.33333333333333
"C1",37,1,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",14,0,6.33333333333333
"C1",144,0,5
"C1",NA,0,5.66666666666667
"C1",4,0,3.66666666666667
"C1",116,0,4.66666666666667
"C1",76,0,5.33333333333333
"C1",16,0,5.66666666666667
"C1",107,0,4
"C1",1,0,5.33333333333333
"C1",14,0,5.66666666666667
"C1",NA,0,5
"C1",109,0,5.66666666666667
"C1",14,0,4
"C1",NA,0,4.33333333333333
"C1",NA,1,5.33333333333333
"C1",4,0,4.66666666666667
"C1",0,1,4.66666666666667
"C1",NA,0,4
"C1",NA,0,4.66666666666667
"C1",7,0,6
"C1",90,0,4.66666666666667
"C1",0,1,5.33333333333333
"C1",NA,0,6.33333333333333
"C1",NA,0,3.66666666666667
"C1",39,0,5.66666666666667
"C1",39,0,5
"C1",NA,0,5
"C1",49,0,4.33333333333333
"C1",NA,0,6
"C1",NA,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",0,0,4.33333333333333
"C1",35,0,5
"C1",63,0,5
"C1",87,0,4.33333333333333
"C1",NA,1,3
"C1",20,0,3
"C1",31,0,4.33333333333333
"C1",18,1,3.33333333333333
"C1",9,0,5
"C1",108,0,5
"C1",NA,0,5.33333333333333
"C1",NA,0,5.66666666666667
"C1",NA,1,4.66666666666667
"C1",136,0,5.33333333333333
"C1",10,0,4
"C1",42,0,4.66666666666667
"C1",29,0,5
"C1",36,0,3
"C1",12,0,4.33333333333333
"C1",68,0,3.66666666666667
"C1",49,0,4.33333333333333
"C1",82,0,3.66666666666667
"C1",48,0,6
"C1",NA,0,5.66666666666667
"C1",NA,0,5
"C1",132,0,4.66666666666667
"C1",NA,0,5
"C1",NA,0,2.66666666666667
"C1",NA,0,3.33333333333333
"C1",NA,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",10,0,4.66666666666667
"C1",104,0,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",52,0,5
"C1",62,0,5
"C1",64,0,3
"C1",35,0,4.33333333333333
"C1",6,1,6.33333333333333
"C1",5,0,5.33333333333333
"C1",11,0,5.66666666666667
"C1",19,0,5.66666666666667
"C1",1,1,3
"C1",NA,0,3
"C1",58,0,4
"C1",NA,0,4.33333333333333
"C1",11,0,4.66666666666667
"C1",134,0,5.66666666666667
"C1",16,0,4.66666666666667
"C1",22,0,5
"C1",NA,0,4.33333333333333
"C1",66,0,4.66666666666667
"C1",NA,0,5
"C1",55,0,4.33333333333333
"C1",7,0,5.33333333333333
"C1",9,1,3.66666666666667
"C1",NA,0,5.66666666666667
"C1",NA,0,5.66666666666667
"C1",NA,0,5.66666666666667
"C1",1,1,4
"C1",20,0,4
"C1",14,0,5.66666666666667
"C1",NA,0,4
"C1",NA,0,5.33333333333333
"C1",87,0,2.33333333333333
"C1",127,0,5
"C1",42,0,4.33333333333333
"C1",32,0,6
"C1",12,1,4
"C1",NA,0,4.66666666666667
"C1",25,0,6
"C1",NA,0,4.66666666666667
"C1",18,0,5
"C1",49,0,5.33333333333333
"C1",NA,0,5
"C1",32,0,5.66666666666667
"C1",NA,1,4.33333333333333
"C1",NA,0,3.66666666666667
"C1",30,0,4.66666666666667
"C1",7,1,3.33333333333333
"C1",14,0,5
"C1",23,0,3
"C1",95,0,4.33333333333333
"C1",8,0,4.33333333333333
"C1",31,0,5.33333333333333
"C1",48,0,3.66666666666667
"C1",NA,1,4
"C1",60,0,4.66666666666667
"C1",NA,0,4
"C1",NA,0,5.33333333333333
"C1",37,0,4
"C1",98,0,6.33333333333333
"C1",NA,0,4.33333333333333
"C1",NA,0,4.66666666666667
"C1",NA,0,3
"C1",30,0,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",NA,0,3.66666666666667
"C1",NA,0,5.33333333333333
"C1",25,0,2
"C1",22,1,6.33333333333333
"C1",NA,1,4.33333333333333
"C1",14,0,6.33333333333333
"C1",1,1,6
"C1",106,0,5
"C1",5,0,3.33333333333333
"C1",NA,1,3.33333333333333
"C1",93,0,5
"C1",9,0,3.66666666666667
"C1",NA,0,5
"C1",131,0,2.66666666666667
"C1",5,0,5
"C1",NA,1,6
"C1",87,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",26,0,5.66666666666667
"C1",48,0,3.33333333333333
"C1",23,0,4.66666666666667
"C1",96,0,5.33333333333333
"C1",109,0,5.33333333333333
"C1",62,0,5
"C1",NA,0,4
"C1",NA,0,5
"C1",NA,0,4.66666666666667
"C1",16,0,4
"C1",NA,0,4.33333333333333
"C1",48,0,5.33333333333333
"C1",50,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",83,0,4
"C1",NA,0,5.33333333333333
"C1",86,0,5.33333333333333
"C1",49,0,5.33333333333333
"C1",64,0,4.33333333333333
"C1",35,0,5
"C1",98,0,4.33333333333333
"C1",12,0,4.66666666666667
"C1",92,0,5.33333333333333
"C1",NA,0,5
"C1",87,0,5.66666666666667
"C1",18,0,4.66666666666667
"C1",NA,0,5
"C1",18,0,5.66666666666667
"C1",NA,0,4.66666666666667
"C1",NA,0,6
"C1",107,0,4
"C1",7,0,5.66666666666667
"C1",41,0,4.66666666666667
"C1",NA,0,3.66666666666667
"C1",40,0,4
"C1",NA,0,3
"C1",NA,0,5.33333333333333
"C1",14,1,4.33333333333333
"C1",13,0,5.33333333333333
"C1",57,0,5.33333333333333
"C1",14,0,5.33333333333333
"C1",101,0,5
"C1",NA,0,4.66666666666667
"C1",NA,1,4.66666666666667
"C1",64,0,5.33333333333333
"C1",NA,0,4.33333333333333
"C1",74,0,3
"C1",28,0,3.66666666666667
"C1",16,0,5.66666666666667
"C1",NA,0,5.66666666666667
"C1",41,0,4.33333333333333
"C1",17,0,4
"C1",33,0,5
"C1",20,0,4.33333333333333
"C1",13,0,6.33333333333333
"C1",19,0,5.66666666666667
"C1",52,0,4.66666666666667
"C1",19,0,5.33333333333333
"C1",NA,0,5.33333333333333
"C1",118,0,5
"C1",45,0,6
"C1",7,0,5.33333333333333
"C1",31,0,5
"C1",NA,1,3.33333333333333
"C1",NA,1,5
"C1",26,0,4
"C1",88,0,5.66666666666667
"C1",NA,0,6.33333333333333
"C1",NA,0,4
"C1",NA,0,4.66666666666667
"C1",53,0,4.66666666666667
"C1",30,0,2.66666666666667
"C1",22,0,4.33333333333333
"C1",19,0,3.66666666666667
"C1",15,0,5
"C1",38,0,4.66666666666667
"C1",64,0,5
"C1",12,0,4.66666666666667
"C1",24,0,4.33333333333333
"C1",115,0,5.33333333333333
"C1",NA,0,5
"C1",17,0,3.66666666666667
"C1",31,0,3.66666666666667
"C1",29,0,6.33333333333333
"C1",40,0,4
"C1",19,0,5
"C1",22,0,6.33333333333333
"C1",54,0,3.66666666666667
"C1",12,0,5.33333333333333
"C1",16,1,3.33333333333333
"C1",68,0,5
"C1",NA,1,3.33333333333333
"C1",71,0,4.33333333333333
"C1",3,0,5
"C1",66,0,6
"C1",30,0,5.66666666666667
"C1",68,0,5.66666666666667
"C1",10,0,5
"C1",95,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",53,0,5.33333333333333
"C1",22,0,5.33333333333333
"C1",NA,0,5.33333333333333
"C1",NA,0,6
"C1",NA,1,5
"C1",5,0,4.66666666666667
"C1",16,0,6.33333333333333
"C1",NA,0,5.66666666666667
"C1",NA,0,4.66666666666667
"C1",10,0,4.66666666666667
"C1",37,0,6.33333333333333
"C1",NA,0,5.33333333333333
"C1",NA,0,5
"C1",31,0,3.33333333333333
"C1",7,0,4.33333333333333
"C1",91,0,4.66666666666667
"C1",82,0,5.33333333333333
"C1",NA,0,3.66666666666667
"C1",NA,0,5
"C1",NA,0,5.33333333333333
"C1",NA,1,4
"C1",84,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",17,0,5.33333333333333
"C1",NA,0,6
"C1",21,0,6.33333333333333
"C1",9,0,5.33333333333333
"C1",65,0,5.66666666666667
"C1",18,0,5
"C1",55,0,5.33333333333333
"C1",NA,0,4.33333333333333
"C1",NA,0,5
"C1",NA,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",4,0,4.33333333333333
"C1",73,0,4.66666666666667
"C1",NA,0,4.33333333333333
"C1",31,0,4.33333333333333
"C1",39,0,5.33333333333333
"C1",6,0,5.66666666666667
"C1",138,0,4.33333333333333
"C1",33,0,5.33333333333333
"C1",135,0,5
"C1",55,0,4.66666666666667
"C1",NA,0,5.66666666666667
"C1",31,0,5.33333333333333
"C1",60,0,6
"C1",12,0,5.66666666666667
"C1",61,0,5.66666666666667
"C1",1,1,2.33333333333333
"C1",32,0,4.33333333333333
"C1",14,0,5.66666666666667
"C1",19,0,5
"C1",NA,0,6
"C1",51,0,5
"C1",NA,0,5.33333333333333
"C1",84,0,5.33333333333333
"C1",33,0,4.33333333333333
"C1",10,0,5
"C1",96,0,4.66666666666667
"C1",14,0,5
"C1",14,0,4.33333333333333
"C1",NA,0,5.66666666666667
"C1",5,0,5
"C1",67,0,4.66666666666667
"C1",20,0,2.66666666666667
"C1",66,0,5.33333333333333
"C1",0,1,3.33333333333333
"C1",75,0,4.66666666666667
"C1",NA,1,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",6,0,4.33333333333333
"C1",11,0,5.66666666666667
"C1",NA,1,5
"C1",146,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",85,0,5
"C1",92,0,5.66666666666667
"C1",15,0,4.66666666666667
"C1",NA,0,4.33333333333333
"C1",45,0,5.33333333333333
"C1",NA,0,6.33333333333333
"C1",48,0,4.66666666666667
"C1",79,0,5.33333333333333
"C1",22,0,6.33333333333333
"C1",NA,0,4
"C1",20,0,6
"C1",NA,0,4.66666666666667
"C1",89,0,5.33333333333333
"C1",8,0,4.66666666666667
"C1",94,0,5.66666666666667
"C1",83,0,6
"C1",NA,0,5.33333333333333
"C1",24,0,5
"C1",NA,0,3.33333333333333
"C1",53,0,5.66666666666667
"C1",85,0,4.66666666666667
"C1",NA,0,2
"C1",115,0,5.33333333333333
"C1",58,0,4.66666666666667
"C1",NA,NA,NA
"C1",NA,0,5
"C1",55,0,4.33333333333333
"C1",101,0,5.66666666666667
"C1",39,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",49,0,4.66666666666667
"C1",NA,0,5
"C1",NA,0,4.66666666666667
"C1",47,0,6
"C1",8,0,4.33333333333333
"C1",64,0,5.66666666666667
"C1",18,0,5
"C1",NA,0,3.66666666666667
"C1",11,0,4
"C1",7,0,4
"C1",76,0,5
"C1",26,0,5.33333333333333
"C1",NA,0,6
"C1",28,0,5
"C1",53,0,5.33333333333333
"C1",17,0,6
"C1",19,0,6
"C1",NA,0,4.33333333333333
"C1",9,0,4
"C1",5,0,5.66666666666667
"C1",11,0,5
"C1",NA,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",65,0,5.33333333333333
"C1",19,0,4
"C1",17,0,1.66666666666667
"C1",NA,0,5
"C1",102,0,5
"C1",56,0,4
"C1",NA,0,5
"C1",6,0,3.33333333333333
"C1",1,1,3
"C1",17,0,4.33333333333333
"C1",10,0,5
"C1",15,0,4
"C1",6,0,4.33333333333333
"C1",NA,0,5
"C1",43,0,5
"C1",17,0,4
"C1",NA,0,4.66666666666667
"C1",47,1,5.33333333333333
"C1",NA,0,3.66666666666667
"C1",NA,0,6
"C1",91,0,5.33333333333333
"C1",13,0,4.33333333333333
"C1",33,0,3.33333333333333
"C1",5,1,4.66666666666667
"C1",19,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",18,0,5.33333333333333
"C1",27,0,3.66666666666667
"C1",13,0,5.66666666666667
"C1",13,0,4.33333333333333
"C1",46,0,5
"C1",75,0,5
"C1",81,0,5.33333333333333
"C1",100,0,6.33333333333333
"C1",36,0,3.5
"C1",NA,0,5.66666666666667
"C1",22,0,4.66666666666667
"C1",20,0,5.33333333333333
"C1",25,0,5.66666666666667
"C1",4,0,4.66666666666667
"C1",NA,0,4.66666666666667
"C1",66,0,4.33333333333333
"C1",15,0,4
"C1",NA,0,5.66666666666667
"C1",26,0,5
"C1",38,0,5
"C1",23,0,6.33333333333333
"C1",15,0,4.66666666666667
"C1",34,0,4.33333333333333
"C1",82,0,4.33333333333333
"C1",6,0,4.33333333333333
"C1",74,0,4.66666666666667
"C1",NA,1,5.5
"C1",15,0,4.33333333333333
"C1",NA,1,6.33333333333333
"C1",58,0,5
"C1",6,0,4.33333333333333
"C1",71,0,4.33333333333333
"C1",NA,0,5.33333333333333
"C1",69,0,5.33333333333333
"C1",69,0,6.33333333333333
"C1",91,0,5
"C1",16,0,5.33333333333333
"C1",4,0,5.33333333333333
"C1",10,0,6
"C1",14,0,4.66666666666667
"C1",14,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",23,0,4.66666666666667
"C1",52,0,3.66666666666667
"C1",24,0,5.33333333333333
"C1",NA,0,6.33333333333333
"C1",4,0,5.66666666666667
"C1",25,0,5.33333333333333
"C1",1,0,5
"C1",15,0,5.66666666666667
"C1",5,0,4.66666666666667
"C1",44,0,4
"C1",97,0,5
"C1",NA,0,6.33333333333333
"C1",40,0,4.33333333333333
"C1",10,0,4
"C1",66,0,5
"C1",31,0,6.33333333333333
"C1",NA,0,4.66666666666667
"C1",21,0,5.33333333333333
"C1",13,0,4.66666666666667
"C1",64,0,4.66666666666667
"C1",13,1,4
"C1",23,0,5
"C1",32,0,3.66666666666667
"C1",139,0,5.66666666666667
"C1",NA,0,3.33333333333333
"C1",97,0,4
"C1",63,0,5.66666666666667
"C1",68,0,5
"C1",NA,0,5
"C1",47,0,6
"C1",39,0,4
"C1",NA,0,5
"C1",13,0,4.33333333333333
"C1",2,0,5
"C1",NA,0,4.66666666666667
"C1",12,0,5.66666666666667
"C1",43,0,6.33333333333333
"C1",14,0,4
"C1",27,0,6.33333333333333
"C1",NA,0,4.66666666666667
"C1",29,0,5
"C1",62,0,5.33333333333333
"C1",NA,0,4.33333333333333
"C1",NA,0,4.66666666666667
"C1",NA,0,3.33333333333333
"C1",64,0,5
"C1",NA,0,5.33333333333333
"C1",34,0,3
"C1",64,0,5.33333333333333
"C1",130,0,6.33333333333333
"C1",64,0,5.33333333333333
"C1",38,0,4.66666666666667
"C1",7,0,5
"C1",14,0,4
"C1",72,0,4.33333333333333
"C1",23,0,4
"C1",66,0,5.66666666666667
"C1",21,0,5
"C1",78,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",19,NA,5.5
"C1",4,0,5
"C1",65,0,4.33333333333333
"C1",49,0,5
"C1",NA,0,3
"C1",32,0,2.33333333333333
"C1",18,0,4.66666666666667
"C1",NA,0,5
"C1",20,0,4
"C1",54,0,6.33333333333333
"C1",NA,0,6
"C1",27,0,5.33333333333333
"C1",140,0,5
"C1",128,1,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",NA,0,4.33333333333333
"C1",37,0,4
"C1",15,0,4.33333333333333
"C1",NA,0,4.66666666666667
"C1",64,0,6.33333333333333
"C1",5,1,5.33333333333333
"C1",45,0,5.33333333333333
"C1",NA,0,4.33333333333333
"C1",14,0,5.66666666666667
"C1",4,0,5
"C1",NA,0,5.66666666666667
"C1",NA,0,5.33333333333333
"C1",2,1,5.33333333333333
"C1",17,0,4.33333333333333
"C1",NA,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",12,0,3
"C1",25,0,3
"C1",NA,NA,4
"C1",5,1,2
"C1",NA,0,5.33333333333333
"C1",NA,1,5
"C1",32,0,5.33333333333333
"C1",NA,0,5.66666666666667
"C1",125,0,4.66666666666667
"C1",NA,NA,6.5
"C1",146,NA,6
"C1",54,0,5.66666666666667
"C1",NA,0,5.66666666666667
"C1",NA,NA,4
"C1",NA,NA,6
"C1",NA,0,5.33333333333333
"C1",8,NA,6
"C1",63,0,6.33333333333333
"C1",NA,0,4.33333333333333
"C1",NA,NA,4
"C1",NA,0,4.66666666666667
"C1",28,0,4.66666666666667
"C1",NA,NA,NA
"C1",33,0,6
"C1",NA,0,4
"C1",NA,NA,NA
"C1",36,0,5.33333333333333
"C1",NA,NA,NA
"C1",8,0,5.66666666666667
"C1",NA,0,5
"C1",38,0,6
"C1",NA,0,3.66666666666667
"C1",24,0,3.33333333333333
"C1",NA,0,3.66666666666667
"C1",NA,0,3.66666666666667
"C1",NA,NA,6.5
"C1",6,0,4.33333333333333
"C1",NA,0,4
"C1",22,0,3.66666666666667
"C1",NA,0,5.33333333333333
"C1",NA,NA,7
"C1",NA,NA,6
"C1",19,0,4.66666666666667
"C1",139,0,5.66666666666667
"C1",93,0,5.33333333333333
"C1",46,0,5.33333333333333
"C1",NA,0,5
"C1",12,0,4.66666666666667
"C1",10,NA,6.5
"C1",122,0,5.33333333333333
"C1",NA,NA,NA
"C1",51,0,5
"C1",NA,0,5.33333333333333
"C1",25,0,5.33333333333333
"C1",105,0,3.33333333333333
"C1",NA,0,5.33333333333333
"C1",86,NA,4
"C1",81,0,5
"C1",9,0,3
"C1",NA,NA,4.5
"C1",2,NA,4.5
"C1",39,NA,6.5
"C1",14,NA,4.5
"C1",NA,1,1.66666666666667
"C1",97,0,5
"C1",NA,NA,5
"C1",NA,0,5.33333333333333
"C1",46,0,4
"C1",NA,0,4.66666666666667
"C1",12,0,4.33333333333333
"C1",NA,0,6
"C1",21,0,4.33333333333333
"C1",7,0,4
"C1",NA,0,5.33333333333333
"C1",20,0,4.66666666666667
"C1",0,NA,5
"C1",2,NA,NA
"C1",NA,1,5.33333333333333
"C1",42,NA,5
"C1",45,0,4.66666666666667
"C1",7,0,4.33333333333333
"C1",55,0,5.33333333333333
"C1",NA,NA,6
"C1",70,1,5.33333333333333
"C1",79,0,4.66666666666667
"C1",NA,0,3.66666666666667
"C1",NA,0,5
"C1",60,0,4.33333333333333
"C1",NA,0,6.33333333333333
"C1",21,0,5
"C1",29,NA,3
"C1",30,0,4.33333333333333
"C1",NA,NA,6
"C1",36,0,5
"C1",14,0,4
"C1",NA,0,3.66666666666667
"C1",125,0,5.33333333333333
"C1",50,1,4.33333333333333
"C1",NA,0,4.33333333333333
"C1",84,1,3.33333333333333
"C1",32,1,4.33333333333333
"C1",NA,0,4.66666666666667
"C1",35,0,4.33333333333333
"C1",1,NA,6
"C1",109,0,5.33333333333333
"C1",NA,0,5.33333333333333
"C1",26,0,3.66666666666667
"C1",5,0,3.33333333333333
"C1",5,0,5.66666666666667
"C1",57,0,4
"C1",55,0,6.33333333333333
"C1",NA,0,3.33333333333333
"C1",143,0,5.33333333333333
"C1",31,0,5.33333333333333
"C1",39,0,4.66666666666667
"C1",13,0,4.66666666666667
"C1",NA,0,5
"C1",NA,0,5.33333333333333
"C1",46,0,4.33333333333333
"C1",NA,NA,6
"C1",48,0,6.33333333333333
"C1",147,0,6
"C1",28,0,4.66666666666667
"C1",71,0,6
"C1",35,0,4.66666666666667
"C1",NA,0,4.33333333333333
"C1",93,0,5.33333333333333
"C1",31,0,5.33333333333333
"C1",101,0,4
"C1",80,0,5.33333333333333
"C1",14,0,5
"C1",27,0,4.66666666666667
"C1",17,0,4.66666666666667
"C1",NA,0,5
"C1",NA,0,3.66666666666667
"C1",12,0,4.33333333333333
"C1",28,0,1
"C1",70,0,5
"C1",8,0,5
"C1",107,0,5
"C1",NA,0,5.33333333333333
"C1",28,0,3.33333333333333
"C1",NA,1,3.33333333333333
"C1",18,0,6.33333333333333
"C1",50,0,4.33333333333333
"C1",28,0,5.33333333333333
"C1",26,0,5.66666666666667
"C1",64,0,5.33333333333333
"C1",97,0,5
"C1",NA,NA,6
"C1",110,0,4.33333333333333
"C1",56,0,5.33333333333333
"C1",15,0,6
"C1",NA,NA,5
"C1",0,0,4.33333333333333
"C1",62,0,4
"C1",NA,0,5
"C1",14,0,4
"C1",7,NA,5
"C1",NA,0,5.33333333333333
"C1",NA,0,5
"C1",74,0,4.66666666666667
"C1",NA,0,5.33333333333333
"C1",100,0,3.66666666666667
"C1",NA,0,4.66666666666667
"C1",0,1,3.66666666666667
"C1",108,0,4.33333333333333
"C1",45,0,5.33333333333333
"C1",76,0,5.33333333333333
"C1",NA,0,4.66666666666667
"C1",NA,0,5
"C1",11,0,5.33333333333333
"C1",NA,0,3.33333333333333
"C1",NA,0,5.33333333333333
"C1",NA,0,5
"C1",NA,0,5
"C1",12,0,5.33333333333333
"C1",20,0,5.33333333333333
"C1",21,0,5.66666666666667
"C1",5,0,5.66666666666667
"C1",NA,NA,6
"C1",42,0,5
"C1",15,0,5
